neighbour UniProt;neighbour name - universal;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour DisProt IDP;neighbour DisProt disorder content;neighbour in AlphaFold;neighbour AlphaFold average pLLDT;neighbour AlphaFold disorder %;neighbour in IUPred;neighbour IUPred long score;neighbour IUPred long disorder %;neighbour IUPred short score;neighbour IUPred short disorder %;neighbour preclinical target;neighbour MCG target;target UniProt;target name - universal;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;target DisProt IDP;target DisProt disorder content;target AlphaFold average pLLDT;target AlphaFold disorder %;target IUPred long score;target IUPred long disorder %;target IUPred short score;target IUPred short disorder %;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;DisProt neighbour third partner - CSN;target third partner - CSN;DisProt neighbour third partner - SIGNOR;target third partner - SIGNOR;DisProt neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;neighbour biomarker for target?
P20248;CCNA2;1;1;1;0;0;1;74.74787246;34.44541996;1;0.353;32.6;0.324;35;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.121607;913.098256;0.011566;1201.082457;0.000105;0;110.101313;21050.30164;0.003588;1552.285542;0.600493;94610.49431;1;1;1;1;0
P38936;CDKN1A;1;1;1;1;100;1;69.96175584;22.20472441;1;0.544;44.5;0.513;56.1;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;1;1;1;0;2;2;14;0;2;3;1;1;2;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0.367485;12956.62793;0.011566;1201.082457;69.43226;73770.32146;110.101313;21050.30164;0.066926;133703.1818;0.600493;94610.49431;1;1;1;1;0
P12004;PCNA;1;1;1;0;0;1;94.33014943;1.443504231;1;0.204;4.2;0.186;3.1;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;1;0;1;0;1;0;3;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0.001073;0;0.011566;1201.082457;0.108246;12015.16466;110.101313;21050.30164;0.167715;39432.91046;0.600493;94610.49431;1;1;1;1;0
P20248;CCNA2;1;1;1;0;0;1;74.74787246;34.44541996;1;0.353;32.6;0.324;35;0;0;Q00534;CDK6;1;1;1;1;0;1;11.66;85.94231531;9.192307692;0.207;5.2;0.209;7.1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.121607;913.098256;0.006931;2004.771841;0.000105;0;0.104068;2134.262819;0.003588;1552.285542;0.000953;2143.114683;1;1;1;1;0
P06400;RB1;1;1;1;1;29.74;1;77.20564192;19.83903421;1;0.295;22.2;0.271;22.5;0;0;Q00534;CDK6;1;1;1;1;0;1;11.66;85.94231531;9.192307692;0.207;5.2;0.209;7.1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.723122;11165.38325;0.006931;2004.771841;3.459792;24030.4712;0.104068;2134.262819;0.20511;91969.47113;0.000953;2143.114683;1;1;1;1;1
P22681;CBL;1;1;1;0;0;1;64.67432665;48.65599085;1;0.464;50.8;0.392;44.5;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;2;7;45;2;5;17;2;3;5;1;1;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;0.000374;3180.53493;0.032605;20023.93887;30.323972;34836.525;5.147888;278911.0165;0.011888;34385.99542;0.213382;391241.0227;1;1;1;1;1
Q13191;CBLB;1;1;1;0;0;1;63.18715337;49.0055895;1;0.482;51;0.409;45.5;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;3;2;15;0;0;5;0;2;9;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0.003947;925.48068;0.032605;20023.93887;0.010287;320.168905;5.147888;278911.0165;0.000027;605.065832;0.213382;391241.0227;1;0;1;0;0
P04626;ERBB2;1;1;1;1;21.35;1;74.90918221;23.36197081;1;0.262;18.2;0.22;17.5;0;1;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;5;15;115;1;3;6;0;0;2;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;0.000141;2817.465142;0.032605;20023.93887;2.023634;35011.37522;5.147888;278911.0165;0.000007;7.45816;0.213382;391241.0227;1;1;1;1;1
P28482;ERK2;1;1;1;1;8.33;1;90.98993833;3.259005146;1;0.135;0;0.145;3.3;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;2;7;82;2;0;66;0;5;5;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0.234155;33080.42287;0.032605;20023.93887;81.847521;620137.7574;5.147888;278911.0165;7.948079;1208201.794;0.213382;391241.0227;1;0;1;1;1
P00751;Gbg;1;1;1;0;0;1;85.88389843;7.054908486;1;0.275;3.5;0.256;7.1;1;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.002773;1866.109002;0.032605;20023.93887;0.045873;4161;5.147888;278911.0165;0.000054;4.018519;0.213382;391241.0227;1;0;1;0;0
P62993;GRB2;1;1;1;1;6.45;1;88.12695469;2.916432978;1;0.24;0;0.279;7.4;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;8;10;76;1;2;8;1;3;74;0;1;0;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;0.011433;8355.2989;0.032605;20023.93887;9.983769;24060.70375;5.147888;278911.0165;0.537463;176274.4473;0.213382;391241.0227;1;1;1;1;1
Q99075;HBEGF;1;1;1;1;16.35;1;66.59720452;25.54112554;1;0.302;21.6;0.272;29.3;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;1;0;1;0;27;0;0;3;0;0;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0.000001;0;0.032605;20023.93887;0.252415;5429.75962;5.147888;278911.0165;0.071784;12065.38996;0.213382;391241.0227;1;0;1;0;0
Q02750;MEK1;1;1;1;0;0;1;83.71248342;11.74540682;1;0.321;14.2;0.287;17.3;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;1;0;4;0;28;1;0;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0.405839;36439.22045;0.032605;20023.93887;0.773161;38830.88503;5.147888;278911.0165;0.07588;42613.05643;0.213382;391241.0227;1;0;1;1;1
Q13233;MEKK;1;1;1;0;0;1;59.63260988;44.38465544;1;0.444;44;0.366;36;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.101294;18705.18512;0.032605;20023.93887;153.296766;17314.19053;5.147888;278911.0165;0.088248;38417.07736;0.213382;391241.0227;1;1;1;0;0
O95644;NFATC1;1;1;1;1;75.29;1;57.53372614;60.92873176;1;0.543;55.4;0.455;40.3;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085222;6728.275136;0.032605;20023.93887;0.354407;25140.57067;5.147888;278911.0165;1.209861;60087.13876;0.213382;391241.0227;1;0;1;0;0
Q16539;p38;1;1;1;0;0;1;89.27592712;3.543171655;1;0.167;3.6;0.174;7.8;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;0;0;6;5;0;0;0;0;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0.782307;37599.66466;0.032605;20023.93887;263.646466;308860.9826;5.147888;278911.0165;4.024535;512092.2685;0.213382;391241.0227;1;0;1;1;0
P19174;PLCG1;1;1;1;0;0;1;83.34171031;11.14722753;1;0.261;5.7;0.244;8.4;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;4;4;49;1;1;2;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0.155875;21132.21127;0.032605;20023.93887;168.691764;44891.5677;5.147888;278911.0165;0.01662;7530.865299;0.213382;391241.0227;1;0;1;1;0
Q14289;PTK;1;1;1;0;0;1;76.74168733;20.6247694;1;0.27;15.2;0.242;15.2;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;6;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0.753755;12529.29651;0.032605;20023.93887;2.948978;5610.852499;5.147888;278911.0165;0.048722;86945.09931;0.213382;391241.0227;1;0;1;1;0
P63000;RAC1;1;1;1;1;7.29;1;93.69618852;0.597609562;1;0.162;0;0.168;3.6;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;1;0;11;0;62;2;0;9;2;0;2;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0.319446;43236.32298;0.032605;20023.93887;40.142799;191443.5461;5.147888;278911.0165;1.981119;838744.7539;0.213382;391241.0227;1;1;1;1;0
P20936;RASGAP;1;1;1;0;0;1;78.11711106;15.40903541;1;0.248;8.2;0.225;6.9;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0.002698;7195.062207;0.032605;20023.93887;1.934073;107.520446;5.147888;278911.0165;0.005619;9084.71472;0.213382;391241.0227;1;0;0;1;1
O00212;Rho;1;0;1;0;0;1;89.32911339;9.289617486;1;0.167;2.9;0.179;4.8;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010984;2448.179188;0.032605;20023.93887;0;0;5.147888;278911.0165;0.000004;9226.873544;0.213382;391241.0227;1;0;0;0;0
P29353;SHC1;1;1;1;1;8.4;1;63.38228005;43.13236627;1;0.56;57.5;0.465;50.3;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;6;8;71;0;0;6;0;3;6;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0.025377;20673.27086;0.032605;20023.93887;99.554448;69869.81168;5.147888;278911.0165;0.046798;120532.0675;0.213382;391241.0227;1;1;1;0;0
P12931;SRC;1;1;1;1;15.67;1;84.51330313;13.78737542;1;0.309;15.5;0.275;13.6;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;9;24;82;4;1;52;1;5;3;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;0.048112;62384.57186;0.032605;20023.93887;4.294762;996999.4336;5.147888;278911.0165;2.03794;542579.0695;0.213382;391241.0227;1;1;1;1;1
P35610;STAT;1;0;0;0;0;1;81.65843843;12.521777;1;0.101;8;0.109;8.4;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9.950774;2945.028756;0.032605;20023.93887;0;0;5.147888;278911.0165;0;0;0.213382;391241.0227;1;1;0;0;0
P42224;STAT1;1;1;1;1;5.47;1;88.26073848;6.050748211;1;0.251;6.8;0.237;6.9;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;3;9;68;0;0;29;0;3;4;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0.001093;8189.64431;0.032605;20023.93887;0.427705;53825.97964;5.147888;278911.0165;4.501751;2580999.429;0.213382;391241.0227;1;1;1;1;0
P40763;STAT3;1;1;1;1;4.42;1;85.76562598;9.204141055;1;0.254;9.6;0.233;10.8;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;1;1;0;2;10;73;0;0;24;0;3;5;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0.001298;13838.37657;0.032605;20023.93887;86.282306;147576.106;5.147888;278911.0165;21.209909;918468.8194;0.213382;391241.0227;1;1;1;1;1
P15498;VAV;1;1;1;1;3.79;1;87.14541547;4.791546034;1;0.23;4.3;0.219;10.2;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.010808;5876.132601;0.032605;20023.93887;3.72534;20414.4818;5.147888;278911.0165;0.072829;33610.74605;0.213382;391241.0227;1;1;1;0;0
Q92558;WASF1;1;1;1;1;62.61;1;67.10463313;31.74603175;1;0.632;68.7;0.497;49.2;0;0;P00533;EGFR;1;1;1;1;1;1;3.39;76.5209094;21.24148211;0.211;11.1;0.181;8.9;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.005055;1488.610812;0.032605;20023.93887;0.01726;1184.384205;5.147888;278911.0165;0.009988;699.17849;0.213382;391241.0227;1;0;0;0;0
P00533;EGFR;1;1;1;1;3.39;1;76.5209094;21.24148211;1;0.211;11.1;0.181;8.9;0;1;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;1;1;0;5;15;115;1;3;6;0;0;2;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0.032605;20023.93887;0.000141;2817.465142;5.147888;278911.0165;2.023634;35011.37522;0.213382;391241.0227;0.000007;7.45816;1;1;1;1;1
P62993;GRB2;1;1;1;1;6.45;1;88.12695469;2.916432978;1;0.24;0;0.279;7.4;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;1;1;0;3;7;70;0;1;6;0;2;5;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0.011433;8355.2989;0.000141;2817.465142;9.983769;24060.70375;2.023634;35011.37522;0.537463;176274.4473;0.000007;7.45816;1;1;1;1;0
P42336;PI3K;1;1;1;0;0;1;92.61457815;1.100664985;1;0.137;1.6;0.137;2.2;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;0;1;0;2;0;66;0;0;5;0;0;6;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0.648399;42907.41856;0.000141;2817.465142;13.863189;10899.5637;2.023634;35011.37522;0.23514;177436.6093;0.000007;7.45816;1;1;1;1;1
P19174;PLCG1;1;1;1;0;0;1;83.34171031;11.14722753;1;0.261;5.7;0.244;8.4;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;1;1;0;4;2;44;0;0;3;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0.155875;21132.21127;0.000141;2817.465142;168.691764;44891.5677;2.023634;35011.37522;0.01662;7530.865299;0.000007;7.45816;1;0;1;1;0
P20936;RASGAP;1;1;1;0;0;1;78.11711106;15.40903541;1;0.248;8.2;0.225;6.9;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.002698;7195.062207;0.000141;2817.465142;1.934073;107.520446;2.023634;35011.37522;0.005619;9084.71472;0.000007;7.45816;1;0;0;1;0
P29353;SHC1;1;1;1;1;8.4;1;63.38228005;43.13236627;1;0.56;57.5;0.465;50.3;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;1;1;0;4;3;53;0;0;6;0;1;3;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0.025377;20673.27086;0.000141;2817.465142;99.554448;69869.81168;2.023634;35011.37522;0.046798;120532.0675;0.000007;7.45816;1;1;1;0;0
P12931;SRC;1;1;1;1;15.67;1;84.51330313;13.78737542;1;0.309;15.5;0.275;13.6;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;1;1;1;1;1;0;1;0;3;0;60;1;0;42;0;0;3;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0.048112;62384.57186;0.000141;2817.465142;4.294762;996999.4336;2.023634;35011.37522;2.03794;542579.0695;0.000007;7.45816;1;1;1;1;1
P22681;CBL;1;1;1;0;0;1;64.67432665;48.65599085;1;0.464;50.8;0.392;44.5;0;0;P21802;FGFR2;1;1;1;1;0;0;0;74.05804221;24.9070632;0.297;9;0.27;13.2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000374;3180.53493;4.783907;2643.475173;30.323972;34836.525;1.796927;25984.10642;0.011888;34385.99542;0.032311;26106.96777;1;1;1;1;0
P09038;FGF2;1;1;1;1;7.64;1;71.08581594;29.77346278;1;0.579;61.1;0.48;51.7;0;0;P21802;FGFR2;1;1;1;1;0;0;0;74.05804221;24.9070632;0.297;9;0.27;13.2;1;1;1;1;1;0;1;0;1;0;30;0;0;19;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0.635562;0;4.783907;2643.475173;0.219632;1051.065709;1.796927;25984.10642;0.068347;15869.1681;0.032311;26106.96777;1;1;1;1;0
Q8WU20;FRS2;1;1;1;0;0;1;58.05416517;53.20688795;1;0.605;72.2;0.493;59.4;0;0;P21802;FGFR2;1;1;1;1;0;0;0;74.05804221;24.9070632;0.297;9;0.27;13.2;1;1;1;1;1;1;1;0;1;1;47;0;0;18;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0.00004;376.384102;4.783907;2643.475173;2.597502;2811.591055;1.796927;25984.10642;0.012668;2368.737529;0.032311;26106.96777;1;0;1;1;0
P34741;HSPG;1;0;1;1;62.69;1;60.9414064;30.12202954;1;0.443;49.8;0.399;44.3;0;0;P21802;FGFR2;1;1;1;1;0;0;0;74.05804221;24.9070632;0.297;9;0.27;13.2;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.635562;0;4.783907;2643.475173;0;0;1.796927;25984.10642;0.11565;129215.9665;0.032311;26106.96777;1;0;1;0;0
P15336;ATF2;1;1;1;0;0;1;58.75741512;47.64767381;1;0.634;76.8;0.495;43.4;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017828;7806.667209;0.008528;118.93757;0.784628;12188.13939;85.260149;16220.06457;0.579384;241868.8656;0.049656;34681.887;1;1;1;1;0
P25963;NFKBIA;1;1;1;1;34.07;1;82.58329724;15.28611445;1;0.347;27.4;0.318;34.7;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.476171;3336.936455;0.008528;118.93757;8.660335;33311.68536;85.260149;16220.06457;0.188854;92065.19084;0.049656;34681.887;1;1;1;1;0
P45984;MAPK9;1;1;1;0;0;1;82.50715338;15.13625592;1;0.243;16.5;0.223;16.3;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;1;0;1;0;1;0;29;0;0;7;0;0;9;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.061744;16056.46557;0.008528;118.93757;9.405229;44177.04978;85.260149;16220.06457;0.481294;150312.7439;0.049656;34681.887;1;0;0;0;0
P19838;NFkB;1;1;1;0;0;1;74.49951394;26.15800135;1;0.35;20.2;0.294;15.2;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;1;0;1;0;1;0;37;0;0;17;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1.192118;24450.99282;0.008528;118.93757;27.872038;26939.70988;85.260149;16220.06457;2.14551;1180841.319;0.049656;34681.887;1;1;1;1;0
P15260;IFNGR1;1;1;1;0;0;1;66.62910749;40.77466632;1;0.312;29;0.293;24.7;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;1;1;0;1;1;56;0;0;12;0;0;2;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;0.000159;1645.03984;0.000642;10481.32564;0.074693;6940.20797;6.729464;54148.31223;0.002415;7160.173854;0.037608;54779.86036;1;1;1;1;0
O60674;JAK2;1;1;1;0;0;1;87.78213107;5.722367276;1;0.19;1.1;0.19;2.1;0;1;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;0;1;0;5;0;118;0;0;27;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0.001371;7745.244079;0.000642;10481.32564;0.668514;195725.6435;6.729464;54148.31223;0.942425;284291.8298;0.037608;54779.86036;1;1;1;1;1
Q92729;PTP;1;0;0;0;0;1;82.18422741;11.1023622;1;0.26;8.6;0.238;9.1;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.00001;9.166368;0.000642;10481.32564;0;0;6.729464;54148.31223;0;0;0.037608;54779.86036;1;0;0;0;0
P29353;SHC1;1;1;1;1;8.4;1;63.38228005;43.13236627;1;0.56;57.5;0.465;50.3;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;0;1;0;2;0;62;0;0;5;1;0;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0.025377;20673.27086;0.000642;10481.32564;99.554448;69869.81168;6.729464;54148.31223;0.046798;120532.0675;0.037608;54779.86036;1;1;1;0;0
P29350;SHP1;1;1;1;0;0;1;86.41216447;10.9686909;1;0.355;15.5;0.315;14.1;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;1;1;0;3;4;22;0;0;10;1;1;14;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0.002383;6089.64264;0.000642;10481.32564;16.729208;66817.34259;6.729464;54148.31223;0.019529;92910.89397;0.037608;54779.86036;1;1;1;1;0
Q9NSE2;SOCS;1;1;1;0;0;1;73.15692975;27.38095238;1;0.363;22.1;0.338;23.3;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;0;1;0;1;0;9;0;0;2;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0.000209;82.770261;0.000642;10481.32564;0.000016;0;6.729464;54148.31223;0.000318;9497.632171;0.037608;54779.86036;1;0;1;1;0
P12931;SRC;1;1;1;1;15.67;1;84.51330313;13.78737542;1;0.309;15.5;0.275;13.6;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0.048112;62384.57186;0.000642;10481.32564;4.294762;996999.4336;6.729464;54148.31223;2.03794;542579.0695;0.037608;54779.86036;1;1;1;1;1
P35610;STAT;1;0;0;0;0;1;81.65843843;12.521777;1;0.101;8;0.109;8.4;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9.950774;2945.028756;0.000642;10481.32564;0;0;6.729464;54148.31223;0;0;0.037608;54779.86036;1;1;0;0;0
